term,beta,se,t,p,lo95,hi95,outcome
smk_current,-8.45577121263791,0.7734803102150244,-10.932109196531764,0.058072326091010984,-18.283770393629922,1.372227968354105,mvpa_min_day_karas
smk_former,2.322148685832998,0.9331804603908567,2.4884240341470294,0.24325843727571783,-9.535033299690987,14.179330671356983,mvpa_min_day_karas
dm_self,-8.237633297232868,4.300793141170588,-1.915375380037635,0.30631833771158323,-62.88439147688223,46.40912488241649,mvpa_min_day_karas
comorb_count,-0.15053324636557974,0.6247105410604398,-0.24096479324656678,0.8494667803038047,-8.088233281925994,7.787166789194836,mvpa_min_day_karas
phq9_score,-0.22946806501691297,0.05027004367460672,-4.564707890493159,0.13729662860781944,-0.8682095320429096,0.4092734020090837,mvpa_min_day_karas
sinus_ever,0.6172885466067324,4.284090725945832,0.14408857937303574,0.9088973845023973,-53.81724532560829,55.05182241882175,mvpa_min_day_karas
head_injury,0.1770992230313304,1.8698982743085641,0.094710619002425,0.9398846662179738,-23.582211086153034,23.936409532215695,mvpa_min_day_karas
n_meds,-0.375340754163453,0.7569963801159216,-0.49582899472514746,0.7069605823871492,-9.993891744459475,9.243210236132569,mvpa_min_day_karas
(Intercept),0.538154078644355,0.0036141698965414465,148.90115684913917,0.004275387881320425,0.4922316959875801,0.58407646130113,IS
od_binary,-0.028282806865793098,0.0022883510328651903,-12.359470404495093,0.051396702339056466,-0.05735906359761503,0.0007934498660288371,IS
age,0.0022266558241754476,7.780930586148905e-05,28.616831875343962,0.02223729153464782,0.00123799485351973,0.0032153167948311655,IS
female,0.02993440182257994,0.01320488848348185,2.266918184127434,0.2644843981826268,-0.1378496147668958,0.1977184184120557,IS
race_MexAm,0.010110782702708015,0.018690059062684918,0.5409711477527858,0.6843098975741575,-0.22736893427896385,0.24759049968437988,IS
race_NHAsian,-0.014852540311414628,0.018762852376542277,-0.7915928779562107,0.573723484929263,-0.25325718404238273,0.22355210341955345,IS
race_NHBlack,-0.04222923228926781,0.016408254342591033,-2.573657831452129,0.23593043287138427,-0.25071587132945694,0.16625740675092135,IS
race_OtherHisp,-0.0002501494740840271,0.0009765282887727622,-0.2561620354064692,0.8403550095658545,-0.012658117841897068,0.012157818893729013,IS
race_OtherMulti,-0.03429419548406115,0.02276290575093604,-1.506582501342164,0.3730485906460794,-0.3235243363457028,0.2549359453775805,IS
edu_HS,0.03195155549989061,0.012873063693624521,2.482047495478085,0.24382410210543037,-0.1316162273731198,0.19551933837290097,IS
edu_SomeColl,0.017397247846504975,0.010262745807928618,1.6951845219692085,0.33929579554009903,-0.11300330154435462,0.14779779723736458,IS
edu_lt_HS,0.05657918793102609,0.01687662566003584,3.352517800107793,0.18454402540448833,-0.15785867296116868,0.27101704882322086,IS
pir,0.001151776223264006,0.0010382174058692765,1.1093786491661148,0.4670185804622151,-0.012040026696371199,0.014343579142899212,IS
bmi,-0.002858012249697891,0.0002753950258629981,-10.3778644539487,0.06115519546678194,-0.006357237831637269,0.0006412133322414881,IS
smk_current,-0.029734838098066346,0.01594398853906521,-1.8649560632342057,0.31333845902065427,-0.23232242078665175,0.17285274459051905,IS
smk_former,0.013231217887187523,0.002579143142692215,5.130082804700881,0.12255854897350171,-0.01953990292776079,0.04600233870213583,IS
dm_self,-0.025980279437717968,0.011843494937533705,-2.193632840200134,0.2722952516971173,-0.17646615090586973,0.12450559203043379,IS
comorb_count,-0.005738619191079208,0.0029346696115875857,-1.955456644393695,0.3009413961604315,-0.04302713210894134,0.03154989372678292,IS
phq9_score,-0.0026788391265274575,0.0006593507359670939,-4.06284391659669,0.1536391701684019,-0.011056684570672815,0.0056990063176179,IS
sinus_ever,-0.019274341210895815,0.021431030427374355,-0.8993660513064388,0.5336984617494314,-0.29158140152830386,0.2530327191065122,IS
