term,beta,se,t,p,lo95,hi95,outcome
race_MexAm,-0.024062085715314423,0.008763771836695923,-2.745631237746395,0.22235978967469272,-0.13541636493349454,0.08729219350286571,astp
race_NHAsian,-0.004351335418486105,0.001379569813853096,-3.1541248400709487,0.19545517802804202,-0.021880431921149954,0.013177761084177744,astp
race_NHBlack,0.003960882369358723,0.008971116808436413,0.4415149700908944,0.7353091532269609,-0.11002796451077243,0.11794972924948988,astp
race_OtherHisp,-0.023966066663288182,0.0025513878685514044,-9.39334507257626,0.0675191821989225,-0.05638452328249469,0.008452389955918328,astp
race_OtherMulti,0.01169726398988026,0.002313500717529645,5.056088334552406,0.12430722960226159,-0.01769854978433847,0.04109307776409899,astp
edu_HS,-0.02297608610147467,0.00808337887649343,-2.842386389717476,0.21536379355819268,-0.12568515306626998,0.07973298086332063,astp
edu_SomeColl,-0.012965828801654106,0.0021650043133263183,-5.988823542680787,0.10532956402804361,-0.040474816861479614,0.014543159258171401,astp
edu_lt_HS,-0.023578440836690008,0.005855174719803433,-4.026940606390918,0.15495573873554758,-0.09797548959258673,0.05081860791920672,astp
pir,-5.143711108190939e-05,0.0027992265611670544,-0.01837547263786473,0.9883031271878226,-0.035618982900208734,0.035516108678044916,astp
bmi,0.001866028564801927,0.00012884261799724227,14.483007205285656,0.0438866715698929,0.00022892788178422037,0.0035031292478196335,astp
smk_current,0.0185806621161419,0.0021567686639487674,8.615046401000228,0.07356704107495249,-0.008823682096557095,0.045985006328840894,astp
smk_former,0.0007996477506091288,0.0041437534110304155,0.19297667387265754,0.8786390520520517,-0.051851731466165576,0.05345102696738384,astp
dm_self,0.013899309941988403,0.007952611976193388,1.7477666436633403,0.3308489993131214,-0.08714820601487962,0.11494682589885642,astp
comorb_count,0.0037537128451373136,0.0010907483831885854,3.4414104141636064,0.18003033882792785,-0.01010555942730838,0.017612985117583007,astp
phq9_score,0.00014939788962897368,0.0006633988524470799,0.225200705545223,0.858985239025901,-0.00827988375130697,0.008578679530564917,astp
sinus_ever,-0.00416399840660093,0.007607004339016431,-0.5473900396301504,0.6811571392757534,-0.10082015296711296,0.09249215615391108,astp
head_injury,-0.0016657205360465985,0.0031919902681751154,-0.5218438642041673,0.6938052422065775,-0.04222380239935678,0.038892361327263585,astp
n_meds,0.001705841398989938,0.0013140746656912325,1.2981312580838984,0.4178714595180937,-0.01499106034190318,0.018402743139883056,astp
