percentile,cap,n_affected,mims_mean_per_day_pct_change,mvpa_min_day_karas_pct_change,IS_pct_change,IV_pct_change,astp_pct_change
0.95,1.307242269044509,103,4.03781471015926,0.12395950729242612,5.8689358755997025,-8.400783932533734,-5.502529843779038
0.975,1.3201424072963843,52,4.081950563983626,0.14640014187656664,5.925774607543948,-8.529993974048894,-5.512367546649542
0.99,1.3322654603135275,21,4.060649968670003,0.10411238946047233,5.9540807841042165,-8.5693357590658,-5.490565144116938
0.999,1.3551036935436076,3,4.0447297067663746,0.07608943167997155,5.9716176383870785,-8.580797776418075,-5.473835915931509
