var,included,excluded,p
age,58.767511817791146,56.028301886792455,8.571069104124583e-07
sex,1.5212720240653201,1.4867924528301886,0.1659788132679113
od_b,0.13278899871078642,0.1509433962264151,0.3031694928751666
bmi,29.63717616580311,28.449323017408126,0.00024756534972953417
comorb_count,0.9810915341641598,0.7075471698113207,1.742018111267386e-06
phq9_score,3.195056179775281,2.514672686230248,0.0006865845086505071
pir,2.6850347061545583,3.033880597014925,5.127930849056025e-05
