SEQN
73558
73562
73564
73566
73567
73571
73581
73595
73597
73604
73607
73613
73614
73618
73622
73626
73628
73633
73639
73640
73643
73645
73656
73660
73666
73670
73672
73673
73677
73678
73688
73690
73692
73693
73694
73697
73701
73706
73707
73718
73722
73723
73725
73729
73730
73732
73736
73746
73756
73760
73765
73766
73770
73778
73779
73780
73781
73787
73790
73792
73795
73797
73801
73804
73806
73807
73809
73811
73820
73831
73840
73842
73843
73851
73860
73862
73864
73865
73866
73872
73873
73878
73879
73880
73884
73886
73888
73900
73910
73919
73922
73925
73926
73930
73937
73952
73954
73964
73975
73979
73985
73987
73993
73995
74002
74003
74008
74011
74013
74025
74027
74032
74038
74041
74044
74047
74049
74054
74057
74058
74059
74072
74075
74078
74081
74083
74085
74087
74096
74097
74099
74100
74109
74111
74120
74128
74132
74138
74142
74149
74160
74170
74173
74176
74178
74184
74190
74205
74211
74214
74222
74227
74230
74231
74240
74241
74247
74253
74254
74268
74270
74280
74283
74284
74287
74290
74292
74294
74298
74302
74310
74314
74318
74319
74345
74346
74349
74374
74375
74379
74383
74385
74394
74395
74402
74417
74419
74421
74432
74442
74445
74459
74463
74464
74476
74486
74493
74499
74504
74509
74510
74511
74524
74529
74534
74536
74538
74549
74562
74567
74570
74571
74574
74576
74583
74587
74588
74589
74591
74594
74596
74600
74607
74609
74612
74619
74623
74628
74632
74646
74650
74652
74661
74663
74674
74685
74694
74695
74696
74704
74707
74711
74714
74718
74721
74723
74728
74732
74733
74734
74743
74746
74751
74756
74760
74765
74772
74782
74787
74791
74804
74812
74815
74817
74831
74837
74839
74860
74866
74867
74878
74885
74893
74897
74900
74901
74904
74905
74909
74916
74928
74933
74936
74937
74941
74946
74951
74953
74954
74958
74960
74971
74974
74978
74982
74984
74985
74989
74990
74996
75003
75004
75010
75011
75012
75017
75018
75020
75027
75030
75044
75058
75061
75066
75068
75076
75081
75089
75097
75103
75105
75108
75112
75114
75117
75118
75121
75127
75128
75136
75139
75146
75147
75150
75156
75157
75159
75160
75161
75164
75176
75181
75187
75189
75190
75193
75195
75196
75207
75216
75221
75223
75252
75256
75262
75264
75277
75282
75289
75293
75298
75305
75325
75330
75333
75342
75343
75344
75345
75346
75350
75358
75361
75362
75364
75374
75375
75379
75381
75395
75397
75404
75414
75428
75435
75440
75444
75449
75458
75462
75468
75472
75473
75479
75483
75491
75495
75496
75499
75500
75505
75519
75521
75527
75529
75542
75543
75553
75555
75562
75571
75572
75576
75581
75584
75590
75598
75607
75612
75613
75620
75621
75628
75630
75635
75641
75643
75654
75660
75662
75667
75674
75679
75686
75689
75691
75699
75700
75706
75730
75745
75750
75754
75755
75768
75771
75774
75784
75786
75789
75797
75805
75808
75820
75824
75825
75826
75828
75837
75838
75840
75845
75848
75861
75863
75870
75871
75882
75883
75887
75888
75890
75893
75894
75904
75911
75912
75915
75923
75934
75937
75954
75956
75962
75964
75965
75973
75974
75976
75982
75985
75996
76004
76010
76023
76025
76040
76048
76049
76064
76069
76072
76076
76077
76084
76090
76091
76095
76103
76104
76108
76112
76117
76120
76128
76129
76159
76164
76168
76169
76170
76179
76180
76181
76184
76187
76188
76199
76204
76215
76220
76238
76243
76246
76248
76272
76277
76285
76294
76295
76298
76306
76312
76316
76325
76333
76342
76354
76363
76365
76376
76385
76391
76400
76403
76411
76422
76423
76424
76434
76436
76437
76442
76444
76453
76455
76468
76472
76477
76481
76482
76490
76518
76533
76543
76549
76551
76556
76557
76558
76561
76568
76571
76575
76576
76578
76593
76596
76602
76604
76612
76614
76626
76627
76631
76633
76638
76642
76645
76648
76653
76654
76657
76663
76666
76667
76668
76670
76671
76672
76673
76675
76676
76684
76687
76688
76692
76698
76700
76705
76709
76723
76733
76734
76738
76740
76741
76742
76745
76747
76753
76755
76757
76779
76789
76796
76805
76809
76815
76817
76819
76835
76837
76840
76842
76843
76867
76870
76872
76877
76884
76885
76886
76901
76902
76915
76921
76934
76935
76941
76945
76951
76953
76958
76966
76969
76972
76973
76988
77000
77001
77003
77004
77010
77011
77020
77021
77022
77023
77028
77029
77032
77040
77041
77049
77054
77057
77063
77073
77075
77077
77081
77095
77100
77101
77105
77121
77123
77126
77139
77140
77141
77154
77160
77162
77163
77170
77171
77177
77185
77192
77194
77195
77196
77199
77200
77205
77212
77223
77232
77236
77238
77244
77245
77246
77250
77257
77263
77265
77275
77277
77284
77290
77291
77298
77306
77314
77319
77328
77331
77333
77339
77341
77347
77360
77362
77367
77368
77374
77380
77394
77408
77411
77423
77424
77425
77433
77436
77444
77453
77456
77468
77471
77475
77481
77484
77485
77488
77489
77494
77498
77502
77503
77509
77511
77521
77524
77527
77528
77529
77533
77535
77541
77542
77543
77551
77560
77562
77569
77580
77589
77592
77596
77597
77603
77607
77610
77622
77624
77631
77642
77644
77645
77647
77655
77660
77668
77674
77677
77682
77704
77705
77717
77722
77727
77729
77741
77748
77750
77756
77772
77778
77780
77787
77789
77808
77811
77820
77822
77824
77827
77832
77835
77840
77841
77843
77845
77847
77851
77852
77853
77866
77869
77870
77872
77875
77878
77884
77888
77892
77894
77896
77898
77900
77910
77915
77917
77927
77930
77935
77936
77937
77938
77939
77941
77949
77954
77968
77973
77976
77983
77989
77992
77994
78015
78018
78033
78037
78040
78043
78052
78061
78063
78075
78079
78080
78082
78095
78099
78103
78104
78114
78127
78139
78140
78144
78145
78165
78167
78170
78176
78180
78187
78196
78198
78200
78208
78216
78217
78225
78236
78239
78251
78262
78263
78268
78269
78277
78287
78288
78297
78301
78306
78312
78313
78321
78337
78342
78354
78356
78362
78368
78376
78377
78379
78392
78400
78403
78404
78410
78411
78422
78423
78424
78431
78433
78435
78440
78445
78462
78465
78473
78478
78480
78484
78487
78497
78503
78504
78514
78521
78523
78527
78533
78534
78542
78551
78552
78557
78561
78566
78572
78581
78583
78586
78588
78606
78612
78615
78619
78626
78630
78634
78638
78652
78661
78662
78667
78671
78674
78682
78683
78700
78707
78712
78714
78718
78723
78735
78736
78737
78747
78757
78764
78766
78770
78778
78780
78789
78791
78804
78809
78812
78814
78818
78820
78822
78834
78847
78852
78870
78875
78883
78885
78892
78897
78899
78901
78903
78905
78916
78919
78930
78937
78944
78952
78953
78962
78967
78968
78970
78975
78978
78979
78981
78983
78990
78991
79002
79005
79006
79007
79013
79015
79016
79017
79022
79025
79040
79042
79063
79064
79072
79077
79088
79089
79101
79106
79113
79119
79121
79125
79128
79136
79138
79152
79161
79165
79171
79177
79178
79179
79180
79184
79186
79188
79189
79191
79195
79198
79201
79204
79214
79228
79240
79241
79245
79247
79258
79259
79266
79267
79268
79270
79271
79273
79274
79279
79288
79297
79298
79302
79318
79319
79323
79325
79333
79334
79338
79339
79351
79352
79358
79360
79373
79374
79376
79377
79379
79386
79389
79406
79407
79408
79415
79417
79419
79431
79432
79433
79440
79441
79442
79443
79445
79446
79451
79457
79460
79468
79469
79471
79476
79477
79481
79482
79487
79494
79496
79501
79503
79505
79515
79525
79533
79536
79541
79544
79546
79554
79557
79563
79574
79575
79586
79599
79606
79608
79610
79627
79629
79630
79634
79638
79644
79648
79651
79656
79664
79668
79672
79677
79683
79685
79693
79705
79709
79715
79717
79719
79721
79750
79751
79757
79761
79764
79773
79776
79778
79788
79800
79810
79812
79815
79819
79821
79823
79825
79829
79832
79833
79834
79847
79849
79853
79854
79863
79873
79878
79881
79885
79887
79889
79890
79891
79894
79897
79904
79906
79913
79915
79916
79917
79920
79924
79925
79928
79929
79933
79934
79936
79939
79942
79944
79949
79954
79957
79958
79967
79969
79974
79980
79982
79988
79998
79999
80002
80005
80006
80007
80013
80015
80019
80026
80030
80033
80044
80049
80055
80059
80060
80061
80066
80067
80072
80082
80083
80084
80089
80091
80092
80096
80103
80105
80107
80115
80121
80124
80129
80130
80136
80148
80153
80156
80165
80170
80179
80181
80193
80197
80199
80200
80201
80202
80203
80204
80207
80212
80220
80241
80249
80250
80260
80262
80263
80267
80268
80273
80274
80277
80278
80285
80292
80296
80300
80304
80307
80315
80321
80326
80328
80333
80340
80347
80360
80362
80364
80366
80368
80372
80375
80377
80381
80382
80384
80385
80389
80393
80402
80408
80410
80427
80428
80434
80436
80437
80440
80441
80454
80456
80477
80479
80482
80486
80491
80493
80496
80503
80505
80506
80509
80511
80513
80516
80517
80518
80520
80521
80523
80528
80530
80531
80538
80539
80552
80555
80556
80561
80564
80569
80570
80573
80585
80590
80593
80594
80595
80599
80601
80602
80611
80613
80622
80632
80635
80636
80641
80647
80648
80652
80657
80658
80660
80663
80679
80682
80683
80684
80695
80699
80703
80705
80707
80712
80714
80735
80738
80749
80758
80767
80769
80771
80773
80774
80781
80786
80794
80800
80814
80817
80822
80836
80837
80842
80847
80858
80864
80868
80876
80878
80879
80884
80889
80890
80894
80908
80911
80929
80934
80939
80941
80946
80962
80973
80976
80980
81004
81009
81010
81020
81022
81030
81032
81037
81040
81042
81051
81056
81063
81078
81079
81082
81088
81100
81103
81104
81107
81109
81115
81131
81138
81142
81147
81151
81165
81171
81173
81177
81186
81196
81201
81203
81204
81206
81210
81213
81214
81221
81228
81230
81231
81234
81241
81244
81248
81250
81256
81259
81262
81267
81269
81270
81283
81284
81288
81306
81316
81317
81322
81323
81342
81343
81344
81347
81352
81357
81368
81373
81382
81385
81387
81412
81416
81418
81427
81430
81447
81452
81457
81460
81462
81463
81464
81465
81468
81474
81477
81482
81485
81486
81492
81495
81497
81503
81508
81512
81528
81537
81547
81552
81566
81570
81576
81578
81580
81584
81587
81594
81595
81599
81600
81601
81605
81610
81613
81624
81629
81633
81636
81640
81648
81654
81661
81664
81675
81686
81694
81703
81704
81706
81712
81714
81722
81725
81733
81736
81737
81742
81743
81752
81777
81779
81783
81784
81794
81795
81797
81798
81809
81818
81822
81824
81826
81828
81829
81845
81850
81851
81863
81865
81867
81871
81872
81877
81886
81899
81919
81920
81934
81935
81945
81949
81950
81952
81957
81965
81970
81974
81975
81978
81979
81982
81983
81987
81989
81994
81995
81996
82001
82005
82006
82007
82012
82020
82025
82027
82028
82031
82037
82043
82047
82053
82062
82083
82085
82091
82095
82099
82105
82108
82113
82126
82130
82133
82138
82143
82144
82160
82163
82165
82173
82176
82182
82184
82188
82190
82191
82197
82204
82211
82213
82216
82219
82225
82226
82227
82230
82233
82236
82238
82241
82254
82258
82277
82283
82285
82291
82300
82307
82329
82334
82335
82343
82346
82353
82355
82356
82359
82360
82368
82375
82381
82407
82413
82414
82416
82417
82423
82424
82427
82432
82434
82436
82440
82441
82445
82459
82461
82465
82489
82507
82509
82513
82517
82521
82535
82541
82542
82557
82564
82565
82566
82569
82570
82572
82579
82582
82589
82597
82603
82605
82608
82616
82618
82619
82629
82637
82642
82657
82665
82666
82674
82675
82677
82678
82684
82685
82698
82710
82712
82720
82721
82727
82733
82737
82740
82742
82743
82748
82749
82756
82766
82775
82785
82790
82791
82794
82802
82816
82823
82826
82840
82841
82842
82849
82851
82856
82860
82868
82874
82881
82889
82894
82899
82900
82903
82906
82917
82920
82929
82938
82943
82945
82946
82949
82952
82953
82961
82962
82963
82968
82975
82987
82990
82997
82998
83001
83002
83006
83019
83020
83027
83031
83033
83037
83050
83052
83061
83064
83073
83081
83088
83098
83100
83106
83111
83118
83124
83125
83140
83146
83147
83163
83170
83182
83183
83184
83187
83191
83196
83207
83214
83218
83233
83236
83239
83244
83255
83261
83262
83277
83279
83287
83294
83297
83299
83300
83314
83338
83341
83359
83364
83368
83369
83374
83375
83379
83380
83382
83388
83391
83394
83398
83409
83423
83424
83428
83429
83431
83438
83441
83445
83450
83452
83456
83460
83461
83510
83516
83520
83524
83526
83528
83530
83533
83535
83541
83543
83546
83554
83556
83557
83563
83576
83589
83590
83595
83614
83623
83624
83625
83627
83632
83633
83637
83638
83639
83640
83646
83655
83660
83669
83674
83678
83684
83690
83692
83701
83708
83712
83723
83724
83729
