SEQN
73557.0
73558.0
73559.0
73564.0
73566.0
73567.0
73571.0
73581.0
73595.0
73596.0
73597.0
73604.0
73607.0
73610.0
73614.0
73618.0
73621.0
73626.0
73628.0
73631.0
73633.0
73639.0
73640.0
73641.0
73642.0
73643.0
73645.0
73655.0
73656.0
73659.0
73660.0
73666.0
73670.0
73671.0
73672.0
73673.0
73674.0
73676.0
73677.0
73678.0
73688.0
73690.0
73692.0
73693.0
73694.0
73697.0
73701.0
73706.0
73707.0
73708.0
73717.0
73718.0
73720.0
73722.0
73726.0
73730.0
73732.0
73736.0
73739.0
73741.0
73746.0
73756.0
73760.0
73765.0
73766.0
73770.0
73774.0
73779.0
73780.0
73781.0
73782.0
73785.0
73787.0
73790.0
73792.0
73795.0
73797.0
73800.0
73801.0
73804.0
73806.0
73807.0
73809.0
73810.0
73811.0
73815.0
73820.0
73821.0
73825.0
73831.0
73839.0
73840.0
73842.0
73843.0
73845.0
73848.0
73851.0
73852.0
73858.0
73860.0
73861.0
73862.0
73864.0
73865.0
73866.0
73872.0
73878.0
73879.0
73880.0
73884.0
73886.0
73888.0
73899.0
73900.0
73901.0
73910.0
73914.0
73919.0
73921.0
73922.0
73925.0
73926.0
73930.0
73935.0
73937.0
73945.0
73949.0
73952.0
73954.0
73962.0
73964.0
73973.0
73975.0
73979.0
73980.0
73985.0
73987.0
73993.0
73995.0
73999.0
74001.0
74002.0
74003.0
74008.0
74011.0
74013.0
74014.0
74022.0
74027.0
74032.0
74036.0
74038.0
74041.0
74044.0
74047.0
74048.0
74049.0
74050.0
74054.0
74057.0
74058.0
74059.0
74065.0
74070.0
74072.0
74075.0
74081.0
74083.0
74087.0
74090.0
74096.0
74097.0
74099.0
74100.0
74109.0
74111.0
74120.0
74122.0
74126.0
74128.0
74132.0
74138.0
74141.0
74142.0
74146.0
74147.0
74153.0
74154.0
74160.0
74170.0
74173.0
74176.0
74178.0
74180.0
74184.0
74190.0
74198.0
74203.0
74205.0
74211.0
74214.0
74219.0
74222.0
74224.0
74227.0
74230.0
74231.0
74237.0
74240.0
74247.0
74253.0
74254.0
74262.0
74268.0
74270.0
74276.0
74280.0
74283.0
74284.0
74287.0
74290.0
74292.0
74294.0
74298.0
74300.0
74301.0
74302.0
74304.0
74306.0
74310.0
74313.0
74314.0
74318.0
74319.0
74324.0
74328.0
74329.0
74338.0
74340.0
74341.0
74345.0
74346.0
74348.0
74349.0
74350.0
74352.0
74355.0
74359.0
74367.0
74368.0
74374.0
74375.0
74379.0
74383.0
74388.0
74394.0
74395.0
74402.0
74417.0
74419.0
74421.0
74425.0
74432.0
74445.0
74454.0
74462.0
74463.0
74464.0
74473.0
74476.0
74479.0
74486.0
74487.0
74493.0
74499.0
74504.0
74508.0
74509.0
74519.0
74523.0
74524.0
74529.0
74531.0
74534.0
74536.0
74538.0
74539.0
74543.0
74549.0
74562.0
74563.0
74565.0
74566.0
74567.0
74570.0
74571.0
74574.0
74576.0
74581.0
74583.0
74587.0
74588.0
74589.0
74591.0
74594.0
74596.0
74605.0
74607.0
74609.0
74612.0
74619.0
74623.0
74628.0
74632.0
74633.0
74639.0
74642.0
74646.0
74650.0
74652.0
74656.0
74661.0
74663.0
74674.0
74676.0
74685.0
74694.0
74695.0
74702.0
74704.0
74707.0
74711.0
74714.0
74717.0
74718.0
74721.0
74723.0
74728.0
74733.0
74734.0
74737.0
74741.0
74743.0
74751.0
74765.0
74769.0
74772.0
74782.0
74787.0
74791.0
74797.0
74804.0
74807.0
74812.0
74815.0
74817.0
74822.0
74823.0
74826.0
74831.0
74837.0
74839.0
74851.0
74859.0
74860.0
74865.0
74867.0
74878.0
74879.0
74885.0
74893.0
74897.0
74900.0
74901.0
74904.0
74905.0
74909.0
74916.0
74919.0
74928.0
74931.0
74933.0
74936.0
74937.0
74938.0
74941.0
74942.0
74946.0
74951.0
74953.0
74954.0
74958.0
74960.0
74971.0
74974.0
74978.0
74982.0
74983.0
74984.0
74985.0
74989.0
74990.0
74996.0
74997.0
75003.0
75004.0
75010.0
75011.0
75012.0
75017.0
75018.0
75020.0
75027.0
75030.0
75042.0
75044.0
75049.0
75056.0
75058.0
75065.0
75066.0
75076.0
75081.0
75089.0
75090.0
75093.0
75097.0
75099.0
75103.0
75105.0
75108.0
75112.0
75114.0
75117.0
75118.0
75121.0
75124.0
75127.0
75136.0
75139.0
75146.0
75147.0
75150.0
75156.0
75157.0
75159.0
75160.0
75161.0
75162.0
75164.0
75170.0
75173.0
75176.0
75187.0
75189.0
75190.0
75193.0
75195.0
75196.0
75203.0
75207.0
75212.0
75216.0
75221.0
75223.0
75252.0
75256.0
75262.0
75263.0
75264.0
75273.0
75277.0
75282.0
75285.0
75289.0
75293.0
75298.0
75301.0
75305.0
75306.0
75315.0
75325.0
75326.0
75330.0
75334.0
75337.0
75338.0
75342.0
75343.0
75344.0
75345.0
75346.0
75347.0
75349.0
75350.0
75358.0
75361.0
75362.0
75364.0
75374.0
75375.0
75376.0
75377.0
75379.0
75381.0
75382.0
75384.0
75385.0
75389.0
75395.0
75397.0
75400.0
75404.0
75414.0
75416.0
75417.0
75418.0
75422.0
75424.0
75428.0
75435.0
75440.0
75443.0
75444.0
75449.0
75451.0
75456.0
75458.0
75462.0
75468.0
75472.0
75473.0
75479.0
75482.0
75483.0
75487.0
75491.0
75495.0
75496.0
75499.0
75500.0
75505.0
75511.0
75519.0
75521.0
75523.0
75524.0
75527.0
75529.0
75542.0
75543.0
75552.0
75555.0
75557.0
75562.0
75571.0
75572.0
75576.0
75581.0
75584.0
75590.0
75598.0
75601.0
75607.0
75609.0
75610.0
75612.0
75613.0
75620.0
